,Clean_tweet,label
15609,"aaall men are created equal,a and if we donat believe ita|maybe we should stop saying it!a - hube humphrey",1
21726,note: i was just able to pop this zit on my neck that's been there for days. i've beensqueezing it for days.a|,1
16933,you might be a libtard if...,1
31536,the fuck done with and other bullshit.,1
18315,you might be a libtard if...,1
1633,it isn't to target and/or it's just plain d,1
28833,.@user unbelievable aicle! tip: it's never ok to tell someone they cannot procreate! m or f!,1
9608,greenspanas policies are now largely blamed for the mogage crisis. a| a|a|,1
10678,great country: and :,1
23911,the time got with me at d+-dd 1/4,1
6672,i've had 9.5 years of mostly &amp; even '#drs'... just leave me to die!,1
18952,silveragatka: had to screenshot &amp; share these snaps from michaelacoel it's an impoant message.,1
17512,was subjected to and she fought back hard!,1
20259,stop this,1
26015,"""new"" paladino loving eggs like this shit head are out bitching about obama. block early, block often.",1
25232,you go girl!!,1
11751,the ironies inherent in my experiences living &amp; working in,1
21161,why did kick of the flight because he spoke arabic.,1
6620,against community in,1
8290,haha i get it,1
18416,not all westerners are islamophobes. a|,1
1251,decolonizing the curriculum: the only way through the process is together -,1
24901,free porn thailand white girl has sex with black guy,1
21344,"obama joins the jackals d$? ass america will miss obama, when they realize trump will do nothing for them.",1
8233,kinda digged the white chick tho thought she was gonna win but guess,1
26814,ally carl slammed for ' wish list for - nbc news,1
4700,precisely why the deplorables are up in arms,1
10026,someone find this man,1
5850,d own team up with &amp; show what &amp; combat,1
4211,again looks like a damned fool! for 50 years the usa has openly opposed settlement buliding by,1
31903,nothing. that would be .,1
8897,is guilty of treason ! we must naked raygun treason,1
25273,please reconsider. to me you stand for the glitter of new york. after jan. 20 for,1
4107,"you may have good intentions in saying ""i don't see color,"" but you're missing the point.",1
28828,it's going to be a great year!!! i can't wait till this happens :),1
17689,"and it ""goes without saying"", he's a too.",1
19590,keep these conversations going at school and home. we need to create the space and time and commit to help them.a|,1
11852,"no, we're not",1
860,black professor makes assumptions about an entire race whilst speaking for entire race. next week the jews!a|,1
16227,= same from different color of skin but same &amp; =#dem,1
9119,the media distos the threat of islamic extremism. a|,1
22330,can't believe no one has cottoned on to him saying his song was white christmas,1
263,"this man ran for governor of ny, the state with the biggest african-american population",1
24012,jeff sessions tries to delete decades of ....,1
28907,video men and women in bed without clothes nude mother son sex,1
3123,"check out this flyer for yay titties! question: do we have to bring our own pussy to grab, or will pussy bea|",1
4584,we should never equate culture with exclusive geographic boundaries a| a|,1
19916,1. black can't be racist 2. have seen how a white woman acts when she doesn't get her way? it's a perfect metaphora|,1
23505,trump new york co-chair won't resign despite racist remarks about obamas,1
16102,i agree that wouldnat have won the w/o much in same way wouldnat win w/o the a|,1
19994,the latest the cognizant blogger! thanks to,1
31407,buffalo school board moves to oust controversial ally for remarks,1
321,"""the dying of the light"" village green/townA2",1
4055,"india willoughbyas entitlement is socialized, not innate sick of revoltingly entitled tws opia|",1
13114,the white flight of derek black,1
362,trump ny co-chair makes racist remarks about michelle obama,1
28151,donald - putin's butt buddy and a commie.,1
10306,add to your list karma sa|,1
8803,"carl paladino, trump ally, wishes obama dead of mad cow disease in a17",1
28898,"in 2017, let's all realize that u don't have 2 wear a white hood &amp; tattoo 2 b r saa|",1
25940,wwi &amp; wwii were both waged over oil. a|,1
28266,assholes like u should shut up. every rape which is prevented is a victory for humanity. you are a sha|,1
22549,the only,1
3478,suppoing which is another as deadly ideology isn't 'bout suppoing,1
9708,"trump, brexit based on misconceptions about race and nationality, says renowned philosopher | cbc radio",1
1317,this. unsatisfied with his has moved into nuclear terror in a newa|,1
31492,you might be a libtard if...,1
17490,"this video was censored by youtube for ""hate speech"" d enjoy!",1
20035,"""all bodies are equal""",1
21691,essential reading by someone you should follow:,1
30493,and try not to be a this :-d,1
3491,prison officers goaded inmates until they needed to be restrained as pa of a game,1
22851,vandalised in in condemns act,1
16414,ag pick jeff sessions scrubs racism from record...even tho he once argued this is a felony,1
27380,if you are pa of the 64.2 mil who rejected his business. &amp; must be stoppea|,1
12676,"no, jissus man, why do pple wait for the festive period to upset others. rightfully, we all should be outrage whenea|",1
14202,right wings members back to fpA,1
21217,chick gets fucked c thomas howell naked,1
5916,", empire is growing. many people are employed by him. and whoever pays the bills is the",1
23426,against whites damon sajnani teaches some really lame classes.,1
9356,the idiocy of feminism. they actually think microaggressions matter. here's the proof:,1
30957,why is ignored,1
31708,sessions to african-americans: fear not,1
17705,the term jihad is a highly-contested concept. a|,1
13306,the bearas rapacious hunger for oil also sealed its doom. a|,1
13739,islamophobia only serves to empower the extremists.,1
22480,.@user don't let the and get you down; you are doing an incredible job as a journalist.,1
1274,is a very profitable thing im,1
27177,"alapoet: if pisses you off like it pisses me off, here's something you oughta know... this guy's a racist a|",1
31661,as us citizens we find ourselves in a period of great contradictions. ie..#fascistdemocracy seems to be...,1
29092,intolerant post-brexit britain: history shows we can be better than this | hugh muir,1
27854,naked fat girls russian sexy girls dating,1
27225,"mma fans: losses don't matter, it's great! mma fans about rhonda rousey: she's lost twice, she is trash.",1
10015,the cold war was fought over oil. a|,1
15583,every lactation consultant i've ever met has been a woman. hello? !,1
5240,if reginald mcfadden had face to face interviews about being then commutations would be possiblea|,1
19056,"sad that there is so much hatred towards jews in eu &amp; xians in me. remember xians of kenya, nigeriaa|",1
19836,"u lose ur right 2 call others ""racist"" after a tweet like this. what a hypocrite.",1
10945,here's being a racist troll. would love for you to spread the word,1
8438,".@user just delete your account, shallow , and go away.",1
24009,uk 2016: where it fell to pop star to do the job of the,1
8747,d! publishing industry tell-all! d! just $3.99!,1
15518,seems its escaped your attention that bashing whites isn't winning you any elections - over 1200 dem seats lost 08-a|,1
526,anti racist is a codeword for antiwhite asia for the asians africa for the africans white countries for everyona|,1
12845,"it's 2016! would you question like that considering her age, condition &amp; facta|",1
31829,that hammock just attempted,1
6246,"carl paladino, ally, wishes obama dead of mad cow disease in a17",1
1868,in academia offers more nuanced take on is &amp;a|,1
21194,vandalised in in condemns act,1
27133,"and stop crying ""bhakt bhakt"" when you are cornered with no rational answer to offer. trust me read a book! it willa|",1
12763,"""rambling about: the alt right""",1
4558,dear politicians &amp; media this jind insident is not but a matter of &amp; safety of women in india,1
